pdf_page	printed_page	page_anchor	source_candidate_pdf_text	normalized_candidate_pass6	normalized_candidate_pass7	lookup_candidate_pass7	confidence_pass7	repair_actions_pass7	issue_bucket_pass7	greek_nonlatin_class_pass7	pass7_note	context_line_pdf_text
132	54	pdf-page-132	*lpßtu.	*lpßtu	*lpßtu	*lpßtu	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	stamm *bbuhrie- (vgl. LIV 100, Anm. 15) oder mit CURTIUS dissimiliert aus *lpßtu. Die
134	56	pdf-page-134	*cpcouA.eoc	*cpcouA.eoc	*cpcouA.eoc	*cpcouA.eoc	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	später Bezeugung wohl alt. Skeptischer DELG 11 1237: Ansatz *cpcouA.eoc; und Anschluß an
135	57	pdf-page-135	*-tä-.	*-tä-	*-tā-	*-tā-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	79 Stammbildung nicht eindeutig; aufgrund fehlender Senkung des Wurzelvokals kein *-tä-.
139	61	pdf-page-139	?*dh3-yön}1	?*dh₃-yön}1	?*dh₃-yōn}1	*dh₃-yōn}1	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	?*dh3-yön}1
140	62	pdf-page-140	*-däta-	*-däta-	*-dāta-	*-dāta-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	Mitanni woW *-däta- 'geschenkt' in *Suvar-däta- ID. PN76
140	62	pdf-page-140	*Suvar-däta-	*Suvar-däta-	*Suvar-däta-	*Suvar-däta-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	Mitanni woW *-däta- 'geschenkt' in *Suvar-däta- ID. PN76
141	63	pdf-page-141	*(-)detöhrt-	*(-)detöhrt-	*(-)detōhrt-	*(-)detōhrt-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	5 Auch Dehnstufe *(-)detöhrt- ist lautlich möglich, vgl. SCHRUVER 1991,147.
142	64	pdf-page-142	*väjada-	*väjada-	*vājada-	*vājada-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	IOVgl. SCARlATA, 200f.: Alternativ zu NOD 'stoßen'. Weiterhin vieIleicht *väjada- 'zu einem
142	64	pdf-page-142	"*S!cür""-do-(?)"	"*S!cür""-do-(?)"	"*S!cür""-do-(?)"	"*S!cür""-do-(?"	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	"11 Nach OLSEN 1999, 42 <*S!cür""-do-(?), vgl. ahd., as., ae. scür'Platzregen, Dusche' < *skub1ro-"
142	64	pdf-page-142	*litön-	*litön-	*litōn-	*litōn-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	11 Vgl. HEIDERMANNS 1993, 187: Hierher noch germ. *litön- in an. lita f. 'Fett'
144	66	pdf-page-144	*d(NH-pönei	*d(NH-pönei	*d(NH-pönei	*d(NH-pönei	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	24 Vgl. MLH V.1367f.: < *d(NH-pönei
144	66	pdf-page-144	*-dü-	*-dü-	*-dū-	*-dū-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	3OWOU 614: *-di- < *-dü- < *-<fuhr ; Bildung vom Aoriststarnm. Anders LIV Anm. 1 mit Lit.:
144	66	pdf-page-144	*-ö-	*-ö-	*-ō-	*-ō-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	38 Daneben mit *-ö- gr. *liom.- in Acoo(-qlpOlv, -geoc; PNn und gr. L1C1l'tw 'Geber' Name einer
145	67	pdf-page-145	*dötun	*dötun	*dōtun	*dōtun	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	45 VgI. PKEZ I 180. Apr. diton statt *dötun ASg. < *dehrtu-m nach STANG 41ft., 48 mit
146	68	pdf-page-146	*sudä-	*sudä-	*sudā-	*sudā-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	Bedeutung 'guter Geber' handeln könnte. Allerdings wäre dann eher *sudä- zu erwarten, so
146	68	pdf-page-146	*-ä-	*-ä-	*-ā-	*-ā-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	41ff., DERKSEN 1996, 163: mit *-ä-, das sowohl unbetontes *-ö. wie auch unbetontes *-ä- im
146	68	pdf-page-146	*-ö.	*-ö	*-ō	*-ō	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	41ff., DERKSEN 1996, 163: mit *-ä-, das sowohl unbetontes *-ö. wie auch unbetontes *-ä- im
146	68	pdf-page-146	*-ä-	*-ä-	*-ā-	*-ā-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	41ff., DERKSEN 1996, 163: mit *-ä-, das sowohl unbetontes *-ö. wie auch unbetontes *-ä- im
146	68	pdf-page-146	*ÖOOJ.L6c	*ÖOOJ.L6c	*ÖOOJ.L6c	*ÖOOJ.L6c	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	57 Vgl. DMic. I 192 mit Lit.: Wohl substantiviertes Adjektiv der Bedeutung 'was zum *ÖOOJ.L6c;
152	74	pdf-page-152	*dej-än-	*dei̯-än-	*dei̯-ān-	*dei̯-ān-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	Ein alternativer Ansatz wäre die Annahme eines Stamme auf NSg. *dej-än-, dazu mit
154	76	pdf-page-154	*qje!!	*qjeu̯	*qjeu̯	*qjeu̯	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	34 Aufdem VSg. *qje!! basiert der ASg. alat. diouem, vgl. MEISER 1998, 144.
