pdf_page	printed_page	page_anchor	source_candidate_pdf_text	normalized_candidate_pass6	normalized_candidate_pass7	lookup_candidate_pass7	confidence_pass7	repair_actions_pass7	issue_bucket_pass7	greek_nonlatin_class_pass7	pass7_note	context_line_pdf_text
163	85	pdf-page-163	*dbalil*dbaljä	*dʰalil*dʰaljä	*dʰalil*dʰaljā	*dʰalil*dʰaljā	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	1999,19, die mit *dba.t{hIJjo- als Rückbildung von einem KolIektiv *dbalil*dbaljä rechnet. 0-
164	86	pdf-page-164	*däb-/*döb-	*däb-/*döb-	*dāb-/*dōb-	*dāb-/*dōb-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	*dbeh:Ä.ItJ-/*dboh:Ä.ltJ- (bzw. *deh:;blL etc.) > *däb-/*döb- (> lit. dob-lduob- etc.), vgl. IEW
165	87	pdf-page-165	*ne-hemö	*ne-hemö	*ne-hemō	*ne-hemō	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	'niemand' « *ne-hemö, riv. Andr.+ )16
167	89	pdf-page-167	*döm	*döm	*dōm	*dōm	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	(mit geneuertem NSg. ved. ~,jav. zAs.u.), air. ASg. don « *dom< *döm, nicht *doin bzw.
167	89	pdf-page-167	*dbigb..öm	*dʰigʰ..öm	*dʰigʰ..ōm	*dʰigʰ..ōm	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	*dbigb..öm neben *dbigb-m. S. ferner HAMP, HS 103 (1990), 289ft. und weitere Über-
168	90	pdf-page-168	*-äm	*-äm	*-ām	*-ām	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	uridg. Ausgang *-äm < **-om-m (vgl. Anm.1). Mehrfache zweisilbige Messung von k~und
169	91	pdf-page-169	*dbigb-öm)	*dʰigʰ-öm)	*dʰigʰ-ōm)	*dʰigʰ-ōm	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	im Auslaut lautgesetzlieh entstehen konnte, also aus etwa NSg. *dbglLöm (statt *dbigb-öm)
169	91	pdf-page-169	*ö	*ö	*ō	*ō	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	ter SS der Wz., Sx.Ablaut *ö / 0 und Eingliederung in die OoFiexion eine ähnliche, doch un-
169	91	pdf-page-169	*-öm	*-öm	*-ōm	*-ōm	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	Der ASg. don ist für einen grundsprach1ichen ASg. auf *-öm « ** -om-m statt *-om-1j1, s.
169	91	pdf-page-169	*-öm	*-öm	*-ōm	*-ōm	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	beruht, was freilich unsicher bleibt. S. auch die Kritik an ASg. *-öm bei LlNDEMAN, Eriu 44
169	91	pdf-page-169	*gbdböm	*gʰdʰöm	*gʰdʰōm	*gʰdʰōm	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	Einzelnen nicht geklärt; s. das Referat bei DEMIRAJ 155f., der mit einer Vorform *gbdböm
169	91	pdf-page-169	*db6gHö	*dʰ6gHö	*dʰ6gHō	*dʰ6gHō	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	rechnet und HAMPs Ansatz einer vollstufigen Vorform *db6gHö zurückweist, vgl. HAMp, HS
174	96	pdf-page-174	"*don-ö""."	"*don-ö"""	"*don-ō"""	"*don-ō"""	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	"leitung aus einem kelt. n-Stamm *don-ö"". wie in lat. homö etc. sei ein individualisierendes n-Sx."
175	97	pdf-page-175	*imän-	*imän-	*imān-	*imān-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	kommt ferner als Basis von balt. *imän- (lit. im6nes etc.) in Frage, s.u. Er ist jedoch selb-
177	99	pdf-page-177	*dgbom-n-für	*dgʰom-n-für	*dgbom-n-	*dgbom-n-	filtered-noise-fragment	trimmed_obvious_nonlexical_tail_for_lookup;marked_candidate_boundary_noise	greek_unresolved;still_unresolved;candidate_boundary_noise	candidate-boundary-noise-with-nonlatin	Candidate includes source prose or gloss captured as part of a form; lookup trimmed only where mechanically obvious.	Welt'? HAMP in Mair 1998, 325 deutet eine ähnliche Basis *dgbom-n-für air. domun, mkymr.
178	100	pdf-page-178	*-wardö-	*-wardö-	*-wardō-	*-wardō-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	germ. *-wardö- in got. dauTBwarda f. 'Türhüterin,39
178	100	pdf-page-178	*-döman_49	*-döman	*-dōman	*-dōman	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	footnote_digits;nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	germ. *-döman_49 in mnd. ingedömen. 'Eingeweide, Hausrat',
184	106	pdf-page-184	*Hwäre	*Hwäre	*H	*H	filtered-noise-fragment	trimmed_obvious_nonlexical_tail_for_lookup;marked_candidate_boundary_noise	greek_unresolved;still_unresolved;candidate_boundary_noise	candidate-boundary-noise-with-nonlatin	Candidate includes source prose or gloss captured as part of a form; lookup trimmed only where mechanically obvious.	daß auch das Iran. *-di-zeigt. *Hwäre hier nur im LPl. vokalisiert, von wo aus die Verallge-
185	107	pdf-page-185	*pöd-dbhrf-	*pöd-dʰhrf-	*pōd-dʰhrf-	*pōd-dʰhrf-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	21 Hierher, falls *pöd-dbhrf- 'Ort (wo man den Fuß hinstellt)' mit /t/ durch die Assimilation
185	107	pdf-page-185	*pöd-	*pöd-	*pōd-	*pōd-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	zweier Dentale und VG *pöd- 'Fuß' zu *ped- 'treten, fallen sinken' (UV 458)? S. die Über-
